table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,Stay/Left
296,Arnab,9876544345,Noida,B6,Support,Male,1.02,> 1 & < =3,14.02,Marr.,40.06,Direct,Promoted,Yes,Stay
702,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,25.01,Direct,Promoted,No,Left
252,Arnab,9876544345,Noida,B1,Operation,Male,1.0,< =1,3.04,Single,24.01,Direct,Non Promoted,Yes,Stay
727,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.09,Single,26.1,Direct,Promoted,No,Left
462,Arnab,9876544345,Nagpur,B1,Operation,Male,1.07,> 1 & < =3,4.01,Single,28.08,Direct,Non Promoted,No,Left
456,Arnab,9876544345,Noida,B3,Operation,Male,1.07,> 1 & < =3,11.07,Marr.,38.06,Direct,Non Promoted,Yes,Stay
899,Rahul,9876544345,Vijayawada,B1,Operation,Female,0.03,< =1,0.03,Single,22.02,Direct,Non Promoted,Yes,Left
270,Arnab,9876544345,Noida,B2,Operation,Male,1.01,> 1 & < =3,8.06,Marr.,31.03,Direct,Non Promoted,Yes,Stay
202,Dwane,9876544345,Bangalore,B1,Operation,Male,0.11,< =1,3.11,Single,27.01,Direct,Promoted,Yes,Stay
162,Dwane,9876544345,Noida,B1,Operation,Male,0.1,< =1,4.1,Single,27.11,Direct,Promoted,No,Left
556,Arnab,9876544345,Noida,B1,Operation,Male,2.0,> 1 & < =3,6.08,Marr.,31.0,Direct,Promoted,No,Stay
730,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.09,Marr.,26.09,Direct,Promoted,No,Left
402,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.05,> 1 & < =3,4.08,Single,27.08,Direct,Non Promoted,Yes,Stay
703,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.07,Single,25.02,Direct,Promoted,No,Left
477,Arnab,9876544345,Bangalore,B1,Operation,Female,1.08,> 1 & < =3,1.08,Single,23.1,Direct,Promoted,No,Left
772,Shiv,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,6.08,Marr.,30.06,Agency,Promoted,No,Stay
106,Dwane,9876544345,Noida,B2,Operation,Male,0.08,< =1,7.08,Single,30.04,Agency,Promoted,No,Left
566,Papu,9876544345,Chennai,B1,Operation,Male,2.0,> 1 & < =3,2.0,Single,27.05,Direct,Promoted,Yes,Stay
390,Arnab,9876544345,Noida,B3,Support,Male,1.05,> 1 & < =3,8.07,Marr.,37.04,Direct,Promoted,No,Stay
2,sid,9876544345,Noida,B7,Support,Male,0.0,< =1,13.0,Marr.,38.08,Direct,Promoted,No,Stay
842,Shiv,9876544345,Noida,B2,Operation,Male,2.11,> 1 & < =3,8.11,Marr.,35.06,Direct,Non Promoted,Yes,Stay
562,Papu,9876544345,Chennai,B1,Operation,Female,2.02,> 1 & < =3,2.02,Marr.,26.06,Direct,Promoted,No,Stay
81,shruti,9876544345,Pune,B2,Operation,Male,0.06,< =1,8.06,Marr.,31.05,Agency,Promoted,No,Stay
206,Dwane,9876544345,Chennai,B2,Operation,Male,0.11,< =1,6.08,Single,28.07,Direct,Non Promoted,Yes,Stay
35,shruti,9876544345,Noida,B2,Operation,Male,0.04,< =1,7.04,Marr.,32.02,Agency,Non Promoted,No,Stay
776,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,25.1,Direct,Non Promoted,Yes,Stay
509,Arnab,9876544345,Bangalore,B3,Operation,Male,1.1,> 1 & < =3,11.1,Marr.,43.1,Agency,Promoted,No,Stay
428,Arnab,9876544345,Chennai,B2,Operation,Male,1.05,> 1 & < =3,6.11,Single,28.05,Direct,Non Promoted,No,Left
455,Arnab,9876544345,Chennai,B2,Operation,Male,1.06,> 1 & < =3,3.11,Marr.,28.03,Employee Referral,Promoted,Yes,Stay
367,Arnab,9876544345,Chennai,B1,Operation,Female,1.04,> 1 & < =3,2.0,Single,23.02,Direct,Non Promoted,Yes,Stay
92,shruti,9876544345,Chennai,B3,Sales,Male,0.07,< =1,0.07,Single,26.07,Direct,Non Promoted,No,Left
340,Arnab,9876544345,Noida,B2,Operation,Male,1.03,> 1 & < =3,7.05,Marr.,30.05,Direct,Non Promoted,Yes,Stay
565,Papu,9876544345,Chennai,B1,Operation,Male,2.0,> 1 & < =3,3.04,Single,25.11,Direct,Promoted,No,Left
346,Arnab,9876544345,Pune,B2,Operation,Male,1.03,> 1 & < =3,6.08,Marr.,32.1,Employee Referral,Promoted,No,Left
777,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,25.07,Direct,Promoted,No,Left
242,Dwane,9876544345,Chennai,B1,Operation,Male,1.0,< =1,3.08,Marr.,29.01,Direct,Non Promoted,Yes,Stay
14,sid,9876544345,Nagpur,B2,Operation,other,0.02,< =1,6.09,Marr.,32.07,Direct,Non Promoted,No,Left
316,Arnab,9876544345,Chennai,B1,Operation,Male,1.03,> 1 & < =3,5.03,Single,27.12,Direct,Promoted,No,Stay
601,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Marr.,29.07,Direct,Promoted,Yes,Stay
388,Arnab,9876544345,Noida,B2,Operation,Female,1.04,> 1 & < =3,5.1,Marr.,29.04,Employee Referral,Promoted,Yes,Stay
274,Arnab,9876544345,Chennai,B2,Operation,Male,1.01,> 1 & < =3,8.03,Single,30.02,Direct,Promoted,Yes,Stay
167,Dwane,9876544345,Bangalore,B1,Operation,Male,0.1,< =1,3.09,Single,25.07,Agency,Non Promoted,No,Left
841,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,28.09,Direct,Non Promoted,Yes,Stay
895,Rahul,9876544345,Vijayawada,B1,Operation,Male,0.03,< =1,0.03,Single,22.05,Direct,Non Promoted,No,Left
647,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.07,Direct,Non Promoted,No,Left
819,Shiv,9876544345,Noida,B2,Operation,Male,2.09,> 1 & < =3,8.09,Single,36.06,Employee Referral,Non Promoted,No,Left
485,Arnab,9876544345,Lucknow,B1,Support,Male,1.08,> 1 & < =3,6.08,Single,28.03,Direct,Promoted,No,Stay
883,Shiv,9876544345,Chennai,B1,Operation,Female,0.04,< =1,3.07,Marr.,27.02,Agency,Promoted,No,Stay
505,Arnab,9876544345,Chennai,B1,Operation,Male,1.08,> 1 & < =3,7.0,Single,30.11,Direct,Promoted,Yes,Stay
832,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,2.1,Single,25.05,Direct,Promoted,Yes,Stay
244,Dwane,9876544345,Bangalore,B2,Operation,Female,1.0,< =1,9.0,Marr.,30.07,Direct,Non Promoted,No,Stay
567,Papu,9876544345,Chennai,B1,Operation,Male,2.0,> 1 & < =3,2.0,Single,23.07,Direct,Promoted,Yes,Stay
563,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,2.02,Single,27.09,Direct,Non Promoted,Yes,Stay
687,Papu,9876544345,Bangalore,B2,Operation,Male,2.05,> 1 & < =3,5.05,Single,32.1,Agency,Promoted,No,Stay
190,Dwane,9876544345,Bangalore,B1,Operation,Male,1.0,< =1,1.0,Single,23.03,Direct,Non Promoted,Yes,Stay
783,Shiv,9876544345,Bangalore,B2,Operation,Male,2.09,> 1 & < =3,8.09,Marr.,33.07,Direct,Non Promoted,No,Left
700,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.1,Direct,Non Promoted,Yes,Stay
476,Arnab,9876544345,Chennai,B2,Operation,Male,1.08,> 1 & < =3,7.1,Marr.,35.06,Direct,Promoted,No,Stay
682,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.06,Direct,Non Promoted,Yes,Stay
511,Arnab,9876544345,Noida,B1,Operation,Male,1.09,> 1 & < =3,3.02,Single,28.02,Direct,Promoted,Yes,Stay
59,shruti,9876544345,Chennai,B1,Operation,Male,0.05,< =1,4.09,Marr.,30.04,Direct,Promoted,No,Stay
475,Arnab,9876544345,Chennai,B1,Operation,Male,1.07,> 1 & < =3,3.08,Single,26.11,Direct,Promoted,No,Left
561,Papu,9876544345,Chennai,B1,Operation,Male,2.01,> 1 & < =3,2.01,Single,26.02,Direct,Non Promoted,No,Left
857,Shiv,9876544345,Bangalore,B1,Operation,Male,2.11,> 1 & < =3,6.05,Single,30.03,Direct,Promoted,No,Left
748,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,11.01,Marr.,36.07,Direct,Non Promoted,No,Left
253,Arnab,9876544345,Madurai,B1,Operation,Male,1.0,< =1,7.02,Marr.,32.06,Direct,Non Promoted,Yes,Stay
22,shruti,9876544345,Bangalore,B1,Operation,Female,0.03,< =1,0.03,Single,21.05,Direct,Non Promoted,Yes,Stay
314,Arnab,9876544345,Bangalore,B2,Operation,Male,1.02,> 1 & < =3,6.05,Marr.,28.1,Direct,Non Promoted,No,Left
460,Arnab,9876544345,Bangalore,B1,Operation,Male,1.06,> 1 & < =3,4.06,Single,26.11,Employee Referral,Promoted,Yes,Stay
161,Dwane,9876544345,Pune,B2,Operation,other,0.1,< =1,8.01,Single,35.09,Agency,Non Promoted,Yes,Stay
277,Arnab,9876544345,Chennai,B1,Operation,Male,1.01,> 1 & < =3,2.05,Single,25.03,Direct,Promoted,No,Left
192,Dwane,9876544345,Noida,B4,Sales,Male,0.11,< =1,11.11,Marr.,38.04,Direct,Promoted,Yes,Stay
386,Arnab,9876544345,Bangalore,B1,Operation,Male,1.05,> 1 & < =3,3.06,Single,26.1,Direct,Promoted,Yes,Stay
806,Shiv,9876544345,Hyderabad,B2,Operation,Male,2.1,> 1 & < =3,7.1,Single,30.07,Direct,Promoted,No,Stay
414,Arnab,9876544345,Noida,B1,Operation,Female,1.05,> 1 & < =3,4.09,Single,28.05,Direct,Non Promoted,Yes,Stay
492,Arnab,9876544345,Hyderabad,B1,Operation,Male,1.08,> 1 & < =3,3.1,Single,27.07,Direct,Promoted,No,Left
344,Arnab,9876544345,Pune,B1,Operation,Female,1.03,> 1 & < =3,4.08,Single,26.05,Direct,Promoted,Yes,Stay
770,Shiv,9876544345,Pune,B1,Operation,Male,2.09,> 1 & < =3,5.09,Single,28.1,Direct,Non Promoted,No,Left
309,Arnab,9876544345,Noida,B1,Support,Male,1.02,> 1 & < =3,3.07,Single,28.06,Direct,Promoted,No,Left
662,Papu,9876544345,Mumbai,B1,Operation,Male,2.03,> 1 & < =3,6.11,Marr.,31.02,Employee Referral,Non Promoted,Yes,Stay
131,Dwane,9876544345,Noida,B1,Operation,Male,0.08,< =1,3.02,Single,27.03,Direct,Non Promoted,Yes,Stay
664,Papu,9876544345,Mumbai,B1,Operation,Male,2.04,> 1 & < =3,4.09,Single,28.04,Direct,Non Promoted,Yes,Stay
872,Shiv,9876544345,Noida,B1,Operation,Male,3.0,> 1 & < =3,7.02,Marr.,28.06,Direct,Promoted,No,Stay
100,Dwane,9876544345,Bangalore,B1,Operation,Male,0.07,< =1,2.06,Single,24.1,Direct,Promoted,No,Left
373,Arnab,9876544345,Nagpur,B1,Operation,Male,1.04,> 1 & < =3,4.0,Single,26.05,Direct,Non Promoted,Yes,Stay
88,shruti,9876544345,Bangalore,B1,Operation,Male,0.07,< =1,2.07,Single,27.09,Direct,Non Promoted,Yes,Stay
459,Arnab,9876544345,Bangalore,B1,Operation,Male,1.07,> 1 & < =3,2.07,Single,25.12,Direct,Non Promoted,Yes,Stay
331,Arnab,9876544345,Pune,B2,Operation,Male,1.03,> 1 & < =3,11.08,Marr.,34.06,Direct,Promoted,Yes,Stay
215,Dwane,9876544345,Chennai,B1,Operation,Female,1.0,< =1,3.06,Marr.,26.11,Direct,Non Promoted,Yes,Stay
467,Arnab,9876544345,Bangalore,B2,Operation,Female,1.07,> 1 & < =3,11.02,Marr.,33.08,Direct,Promoted,No,Stay
122,Dwane,9876544345,Chennai,B3,Operation,Male,0.08,< =1,15.03,Marr.,50.07,Employee Referral,Promoted,No,Stay
615,Papu,9876544345,Chennai,B2,Operation,Male,2.02,> 1 & < =3,7.04,Single,30.01,Employee Referral,Promoted,No,Stay
21,shruti,9876544345,Hyderabad,B1,Operation,Male,0.03,< =1,4.03,Single,27.07,Direct,Promoted,No,Left
701,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.1,Direct,Promoted,Yes,Stay
72,shruti,9876544345,Chennai,B2,Operation,Female,0.06,< =1,6.03,Marr.,28.08,Direct,Non Promoted,Yes,Stay
107,Dwane,9876544345,Bangalore,B2,Operation,Male,0.07,< =1,4.1,Single,29.05,Direct,Promoted,No,Left
271,Arnab,9876544345,Nagpur,B1,Operation,Female,1.01,> 1 & < =3,1.01,Marr.,29.04,Direct,Non Promoted,Yes,Stay
861,Shiv,9876544345,Chennai,B1,Operation,Female,3.0,> 1 & < =3,5.04,Single,27.03,Direct,Promoted,Yes,Stay
436,Arnab,9876544345,Noida,B1,Operation,Female,1.06,> 1 & < =3,3.0,Single,25.02,Direct,Promoted,No,Left
103,Dwane,9876544345,Hyderabad,B2,Operation,Male,0.08,< =1,9.08,Marr.,36.06,Direct,Promoted,No,Stay
